t,x,y,z
1.457,3.36425,-0.809017,19.5938
1.458,3.3645,-0.587785,19.6145
1.459,3.36475,-0.309017,19.6352
1.46,3.365,-1.5728e-11,19.6559
1.461,3.36525,0.309017,19.6766
1.462,3.3655,0.587785,19.6973
1.463,3.36575,0.809017,19.7181
1.464,3.366,0.951057,19.7389
1.465,3.36625,1,19.7597
1.466,3.3665,0.951057,19.7805
1.467,3.36675,0.809017,19.8013
1.468,3.367,0.587785,19.8222
1.469,3.36725,0.309017,19.8431
1.47,3.3675,1.6023e-11,19.8639
1.471,3.36775,-0.309017,19.8849
1.472,3.368,-0.587785,19.9058
1.473,3.36825,-0.809017,19.9268
1.474,3.3685,-0.951057,19.9477
1.475,3.36875,-1,19.9687
1.476,3.369,-0.951057,19.9897
1.477,3.36925,-0.809017,20.0108
1.478,3.3695,-0.587785,20.0318
1.479,3.36975,-0.309017,20.0529
1.48,3.37,-1.63748e-11,20.074
1.481,3.37025,0.309017,20.0951
1.482,3.3705,0.587785,20.1162
1.483,3.37075,0.809017,20.1374
1.484,3.371,0.951057,20.1586
1.485,3.37125,1,20.1797
1.486,3.3715,0.951057,20.201
1.487,3.37175,0.809017,20.2222
1.488,3.372,0.587785,20.2434
1.489,3.37225,0.309017,20.2647
1.49,3.3725,1.67267e-11,20.286
1.491,3.37275,-0.309017,20.3073
1.492,3.373,-0.587785,20.3286
1.493,3.37325,-0.809017,20.35
1.494,3.3735,-0.951057,20.3714
1.495,3.37375,-1,20.3927
1.496,3.374,-0.951057,20.4142
1.497,3.37425,-0.809017,20.4356
1.498,3.3745,-0.587785,20.457
1.499,3.37475,-0.309017,20.4785
1.5,3.375,-1.70785e-11,20.5
1.501,3.37525,0.309017,20.5215
1.502,3.3755,0.587785,20.543
1.503,3.37575,0.809017,20.5646
1.504,3.376,0.951057,20.5862
1.505,3.37625,1,20.6078
1.506,3.3765,0.951057,20.6294
1.507,3.37675,0.809017,20.651
1.508,3.377,0.587785,20.6726
1.509,3.37725,0.309017,20.6943
1.51,3.3775,1.74303e-11,20.716
1.511,3.37775,-0.309017,20.7377
1.512,3.378,-0.587785,20.7594
1.513,3.37825,-0.809017,20.7812
1.514,3.3785,-0.951057,20.803
1.515,3.37875,-1,20.8248
1.516,3.379,-0.951057,20.8466
1.517,3.37925,-0.809017,20.8684
1.518,3.3795,-0.587785,20.8903
1.519,3.37975,-0.309017,20.9121
1.52,3.38,-1.77822e-11,20.934
1.521,3.38025,0.309017,20.9559
1.522,3.3805,0.587785,20.9779
1.523,3.38075,0.809017,20.9998
1.524,3.381,0.951057,21.0218
1.525,3.38125,1,21.0438
1.526,3.3815,0.951057,21.0658
1.527,3.38175,0.809017,21.0878
1.528,3.382,0.587785,21.1099
1.529,3.38225,0.309017,21.132
1.53,3.3825,1.8134e-11,21.1541
1.531,3.38275,-0.309017,21.1762
1.532,3.383,-0.587785,21.1983
1.533,3.38325,-0.809017,21.2205
1.534,3.3835,-0.951057,21.2426
1.535,3.38375,-1,21.2648
1.536,3.384,-0.951057,21.2871
1.537,3.38425,-0.809017,21.3093
1.538,3.3845,-0.587785,21.3315
1.539,3.38475,-0.309017,21.3538
1.54,3.385,-1.84859e-11,21.3761
1.541,3.38525,0.309017,21.3984
1.542,3.3855,0.587785,21.4208
1.543,3.38575,0.809017,21.4431
1.544,3.386,0.951057,21.4655
1.545,3.38625,1,21.4879
1.546,3.3865,0.951057,21.5104
1.547,3.38675,0.809017,21.5328
1.548,3.387,0.587785,21.5553
1.549,3.38725,0.309017,21.5777
1.55,3.3875,1.88377e-11,21.6002
1.551,3.38775,-0.309017,21.6228
1.552,3.388,-0.587785,21.6453
1.553,3.38825,-0.809017,21.6679
1.554,3.3885,-0.951057,21.6905
1.555,3.38875,-1,21.7131
1.556,3.389,-0.951057,21.7357
1.557,3.38925,-0.809017,21.7584
1.558,3.3895,-0.587785,21.781
1.559,3.38975,-0.309017,21.8037
1.56,3.39,-1.91895e-11,21.8264
1.561,3.39025,0.309017,21.8492
1.562,3.3905,0.587785,21.8719
1.563,3.39075,0.809017,21.8947
1.564,3.391,0.951057,21.9175
1.565,3.39125,1,21.9403
1.566,3.3915,0.951057,21.9631
1.567,3.39175,0.809017,21.986
1.568,3.392,0.587785,22.0089
1.569,3.39225,0.309017,22.0318
1.57,3.3925,1.94845e-11,22.0547
1.571,3.39275,-0.309017,22.0776
1.572,3.393,-0.587785,22.1006
1.573,3.39325,-0.809017,22.1236
1.574,3.3935,-0.951057,22.1466
1.575,3.39375,-1,22.1696
1.576,3.394,-0.951057,22.1926
1.577,3.39425,-0.809017,22.2157
1.578,3.3945,-0.587785,22.2388
1.579,3.39475,-0.309017,22.2619
1.58,3.395,-1.98364e-11,22.285
1.581,3.39525,0.309017,22.3082
1.582,3.3955,0.587785,22.3313
1.583,3.39575,0.809017,22.3545
1.584,3.396,0.951057,22.3777
1.585,3.39625,1,22.401
1.586,3.3965,0.951057,22.4242
1.587,3.39675,0.809017,22.4475
1.588,3.397,0.587785,22.4708
1.589,3.39725,0.309017,22.4941
1.59,3.3975,2.01882e-11,22.5175
1.591,3.39775,-0.309017,22.5408
1.592,3.398,-0.587785,22.5642
1.593,3.39825,-0.809017,22.5876
1.594,3.3985,-0.951057,22.611
1.595,3.39875,-1,22.6345
1.596,3.399,-0.951057,22.6579
1.597,3.39925,-0.809017,22.6814
1.598,3.3995,-0.587785,22.7049
1.599,3.39975,-0.309017,22.7285
1.6,3.4,-2.05401e-11,22.752
1.601,3.40025,0.309017,22.7756
1.602,3.4005,0.587785,22.7992
1.603,3.40075,0.809017,22.8228
1.604,3.401,0.951057,22.8464
1.605,3.40125,1,22.8701
1.606,3.4015,0.951057,22.8937
1.607,3.40175,0.809017,22.9174
1.608,3.402,0.587785,22.9412
1.609,3.40225,0.309017,22.9649
1.61,3.4025,2.08919e-11,22.9887
1.611,3.40275,-0.309017,23.0124
1.612,3.403,-0.587785,23.0362
1.613,3.40325,-0.809017,23.0601
1.614,3.4035,-0.951057,23.0839
1.615,3.40375,-1,23.1078
1.616,3.404,-0.951057,23.1317
1.617,3.40425,-0.809017,23.1556
1.618,3.4045,-0.587785,23.1795
1.619,3.40475,-0.309017,23.2035
1.62,3.405,-2.12438e-11,23.2275
1.621,3.40525,0.309017,23.2515
1.622,3.4055,0.587785,23.2755
1.623,3.40575,0.809017,23.2995
1.624,3.406,0.951057,23.3236
1.625,3.40625,1,23.3477
1.626,3.4065,0.951057,23.3718
1.627,3.40675,0.809017,23.3959
1.628,3.407,0.587785,23.42
1.629,3.40725,0.309017,23.4442
1.63,3.4075,2.15387e-11,23.4684
1.631,3.40775,-0.309017,23.4926
1.632,3.408,-0.587785,23.5168
1.633,3.40825,-0.809017,23.5411
1.634,3.4085,-0.951057,23.5654
1.635,3.40875,-1,23.5897
1.636,3.409,-0.951057,23.614
1.637,3.40925,-0.809017,23.6383
1.638,3.4095,-0.587785,23.6627
1.639,3.40975,-0.309017,23.6871
1.64,3.41,-2.18906e-11,23.7115
1.641,3.41025,0.309017,23.7359
1.642,3.4105,0.587785,23.7604
1.643,3.41075,0.809017,23.7848
1.644,3.411,0.951057,23.8093
1.645,3.41125,1,23.8338
1.646,3.4115,0.951057,23.8584
1.647,3.41175,0.809017,23.8829
1.648,3.412,0.587785,23.9075
1.649,3.41225,0.309017,23.9321
1.65,3.4125,2.22424e-11,23.9567
1.651,3.41275,-0.309017,23.9814
1.652,3.413,-0.587785,24.0061
1.653,3.41325,-0.809017,24.0308
1.654,3.4135,-0.951057,24.0555
1.655,3.41375,-1,24.0802
1.656,3.414,-0.951057,24.105
1.657,3.41425,-0.809017,24.1297
1.658,3.4145,-0.587785,24.1545
1.659,3.41475,-0.309017,24.1793
1.66,3.415,-2.25943e-11,24.2042
1.661,3.41525,0.309017,24.2291
1.662,3.4155,0.587785,24.2539
1.663,3.41575,0.809017,24.2789
1.664,3.416,0.951057,24.3038
1.665,3.41625,1,24.3287
1.666,3.4165,0.951057,24.3537
1.667,3.41675,0.809017,24.3787
1.668,3.417,0.587785,24.4037
1.669,3.41725,0.309017,24.4288
1.67,3.4175,2.29461e-11,24.4538
1.671,3.41775,-0.309017,24.4789
1.672,3.418,-0.587785,24.504
1.673,3.41825,-0.809017,24.5291
1.674,3.4185,-0.951057,24.5543
1.675,3.41875,-1,24.5795
1.676,3.419,-0.951057,24.6047
1.677,3.41925,-0.809017,24.6299
1.678,3.4195,-0.587785,24.6551
1.679,3.41975,-0.309017,24.6804
1.68,3.42,-2.3298e-11,24.7057
1.681,3.42025,0.309017,24.731
1.682,3.4205,0.587785,24.7563
1.683,3.42075,0.809017,24.7816
1.684,3.421,0.951057,24.807
1.685,3.42125,1,24.8324
1.686,3.4215,0.951057,24.8578
1.687,3.42175,0.809017,24.8833
1.688,3.422,0.587785,24.9087
1.689,3.42225,0.309017,24.9342
1.69,3.4225,2.36498e-11,24.9597
1.691,3.42275,-0.309017,24.9852
1.692,3.423,-0.587785,25.0108
1.693,3.42325,-0.809017,25.0364
1.694,3.4235,-0.951057,25.062
1.695,3.42375,-1,25.0876
1.696,3.424,-0.951057,25.1132
1.697,3.42425,-0.809017,25.1389
1.698,3.4245,-0.587785,25.1646
1.699,3.42475,-0.309017,25.1903
1.7,3.425,-2.40016e-11,25.216
1.701,3.42525,0.309017,25.2418
1.702,3.4255,0.587785,25.2675
1.703,3.42575,0.809017,25.2933
1.704,3.426,0.951057,25.3191
1.705,3.42625,1,25.345
1.706,3.4265,0.951057,25.3708
1.707,3.42675,0.809017,25.3967
1.708,3.427,0.587785,25.4226
1.709,3.42725,0.309017,25.4486
1.71,3.4275,2.43535e-11,25.4745
1.711,3.42775,-0.309017,25.5005
1.712,3.428,-0.587785,25.5265
1.713,3.42825,-0.809017,25.5525
1.714,3.4285,-0.951057,25.5786
1.715,3.42875,-1,25.6046
1.716,3.429,-0.951057,25.6307
1.717,3.42925,-0.809017,25.6568
1.718,3.4295,-0.587785,25.683
1.719,3.42975,-0.309017,25.7091
1.72,3.43,-2.47053e-11,25.7353
1.721,3.43025,0.309017,25.7615
1.722,3.4305,0.587785,25.7877
1.723,3.43075,0.809017,25.814
1.724,3.431,0.951057,25.8402
1.725,3.43125,1,25.8665
1.726,3.4315,0.951057,25.8928
1.727,3.43175,0.809017,25.9192
1.728,3.432,0.587785,25.9455
1.729,3.43225,0.309017,25.9719
1.73,3.4325,2.50572e-11,25.9983
1.731,3.43275,-0.309017,26.0248
1.732,3.433,-0.587785,26.0512
1.733,3.43325,-0.809017,26.0777
1.734,3.4335,-0.951057,26.1042
1.735,3.43375,-1,26.1307
1.736,3.434,-0.951057,26.1572
1.737,3.43425,-0.809017,26.1838
1.738,3.4345,-0.587785,26.2104
1.739,3.43475,-0.309017,26.237
1.74,3.435,-2.5409e-11,26.2636
1.741,3.43525,0.309017,26.2903
1.742,3.4355,0.587785,26.317
1.743,3.43575,0.809017,26.3437
1.744,3.436,0.951057,26.3704
1.745,3.43625,1,26.3972
1.746,3.4365,0.951057,26.4239
1.747,3.43675,0.809017,26.4507
1.748,3.437,0.587785,26.4775
1.749,3.43725,0.309017,26.5044
1.75,3.4375,2.57608e-11,26.5312
1.751,3.43775,-0.309017,26.5581
1.752,3.438,-0.587785,26.585
1.753,3.43825,-0.809017,26.612
1.754,3.4385,-0.951057,26.6389
1.755,3.43875,-1,26.6659
1.756,3.439,-0.951057,26.6929
1.757,3.43925,-0.809017,26.7199
1.758,3.4395,-0.587785,26.747
1.759,3.43975,-0.309017,26.7741
1.76,3.44,-2.61127e-11,26.8012
1.761,3.44025,0.309017,26.8283
1.762,3.4405,0.587785,26.8554
1.763,3.44075,0.809017,26.8826
1.764,3.441,0.951057,26.9098
1.765,3.44125,1,26.937
1.766,3.4415,0.951057,26.9642
1.767,3.44175,0.809017,26.9915
1.768,3.442,0.587785,27.0187
1.769,3.44225,0.309017,27.046
1.77,3.4425,2.64645e-11,27.0734
1.771,3.44275,-0.309017,27.1007
1.772,3.443,-0.587785,27.1281
1.773,3.44325,-0.809017,27.1555
1.774,3.4435,-0.951057,27.1829
1.775,3.44375,-1,27.2103
1.776,3.444,-0.951057,27.2378
1.777,3.44425,-0.809017,27.2653
1.778,3.4445,-0.587785,27.2928
1.779,3.44475,-0.309017,27.3203
1.78,3.445,-2.68164e-11,27.3479
1.781,3.44525,0.309017,27.3755
1.782,3.4455,0.587785,27.4031
1.783,3.44575,0.809017,27.4307
1.784,3.446,0.951057,27.4584
1.785,3.44625,1,27.486
1.786,3.4465,0.951057,27.5137
1.787,3.44675,0.809017,27.5415
1.788,3.447,0.587785,27.5692
1.789,3.44725,0.309017,27.597
1.79,3.4475,2.71682e-11,27.6248
1.791,3.44775,-0.309017,27.6526
1.792,3.448,-0.587785,27.6804
1.793,3.44825,-0.809017,27.7083
1.794,3.4485,-0.951057,27.7362
1.795,3.44875,-1,27.7641
1.796,3.449,-0.951057,27.792
1.797,3.44925,-0.809017,27.82
1.798,3.4495,-0.587785,27.848
1.799,3.44975,-0.309017,27.876
1.8,3.45,-2.752e-11,27.904
1.801,3.45025,0.309017,27.9321
1.802,3.4505,0.587785,27.9601
1.803,3.45075,0.809017,27.9882
1.804,3.451,0.951057,28.0163
1.805,3.45125,1,28.0445
1.806,3.4515,0.951057,28.0727
1.807,3.45175,0.809017,28.1009
1.808,3.452,0.587785,28.1291
1.809,3.45225,0.309017,28.1573
1.81,3.4525,2.77582e-11,28.1856
1.811,3.45275,-0.309017,28.2139
1.812,3.453,-0.587785,28.2422
1.813,3.45325,-0.809017,28.2705
1.814,3.4535,-0.951057,28.2989
1.815,3.45375,-1,28.3273
1.816,3.454,-0.951057,28.3557
1.817,3.45425,-0.809017,28.3841
1.818,3.4545,-0.587785,28.4126
1.819,3.45475,-0.309017,28.441
1.82,3.455,-2.811e-11,28.4695
1.821,3.45525,0.309017,28.4981
1.822,3.4555,0.587785,28.5266
1.823,3.45575,0.809017,28.5552
1.824,3.456,0.951057,28.5838
1.825,3.45625,1,28.6124
1.826,3.4565,0.951057,28.6411
1.827,3.45675,0.809017,28.6697
1.828,3.457,0.587785,28.6984
1.829,3.45725,0.309017,28.7271
1.83,3.4575,2.84619e-11,28.7559
1.831,3.45775,-0.309017,28.7846
1.832,3.458,-0.587785,28.8134
1.833,3.45825,-0.809017,28.8422
1.834,3.4585,-0.951057,28.8711
1.835,3.45875,-1,28.8999
1.836,3.459,-0.951057,28.9288
1.837,3.45925,-0.809017,28.9577
1.838,3.4595,-0.587785,28.9867
1.839,3.45975,-0.309017,29.0156
1.84,3.46,-2.88137e-11,29.0446
1.841,3.46025,0.309017,29.0736
1.842,3.4605,0.587785,29.1026
1.843,3.46075,0.809017,29.1317
1.844,3.461,0.951057,29.1608
1.845,3.46125,1,29.1899
1.846,3.4615,0.951057,29.219
1.847,3.46175,0.809017,29.2482
1.848,3.462,0.587785,29.2773
1.849,3.46225,0.309017,29.3065
1.85,3.4625,2.91656e-11,29.3357
1.851,3.46275,-0.309017,29.365
1.852,3.463,-0.587785,29.3943
1.853,3.46325,-0.809017,29.4236
1.854,3.4635,-0.951057,29.4529
1.855,3.46375,-1,29.4822
1.856,3.464,-0.951057,29.5116
1.857,3.46425,-0.809017,29.541
1.858,3.4645,-0.587785,29.5704
1.859,3.46475,-0.309017,29.5998
1.86,3.465,-2.95174e-11,29.6293
1.861,3.46525,0.309017,29.6588
1.862,3.4655,0.587785,29.6883
1.863,3.46575,0.809017,29.7179
1.864,3.466,0.951057,29.7474
1.865,3.46625,1,29.777
1.866,3.4665,0.951057,29.8066
1.867,3.46675,0.809017,29.8363
1.868,3.467,0.587785,29.8659
1.869,3.46725,0.309017,29.8956
1.87,3.4675,2.98692e-11,29.9253
1.871,3.46775,-0.309017,29.955
1.872,3.468,-0.587785,29.9848
1.873,3.46825,-0.809017,30.0146
1.874,3.4685,-0.951057,30.0444
1.875,3.46875,-1,30.0742
1.876,3.469,-0.951057,30.1041
1.877,3.46925,-0.809017,30.134
1.878,3.4695,-0.587785,30.1639
1.879,3.46975,-0.309017,30.1938
1.88,3.47,-3.02211e-11,30.2237
1.881,3.47025,0.309017,30.2537
1.882,3.4705,0.587785,30.2837
1.883,3.47075,0.809017,30.3138
1.884,3.471,0.951057,30.3438
1.885,3.47125,1,30.3739
1.886,3.4715,0.951057,30.404
1.887,3.47175,0.809017,30.4341
1.888,3.472,0.587785,30.4643
1.889,3.47225,0.309017,30.4944
1.89,3.4725,3.05729e-11,30.5246
1.891,3.47275,-0.309017,30.5549
1.892,3.473,-0.587785,30.5851
1.893,3.47325,-0.809017,30.6154
1.894,3.4735,-0.951057,30.6457
1.895,3.47375,-1,30.676
1.896,3.474,-0.951057,30.7064
1.897,3.47425,-0.809017,30.7367
1.898,3.4745,-0.587785,30.7671
1.899,3.47475,-0.309017,30.7976
1.9,3.475,-3.09248e-11,30.828
1.901,3.47525,0.309017,30.8585
1.902,3.4755,0.587785,30.889
1.903,3.47575,0.809017,30.9195
1.904,3.476,0.951057,30.95
1.905,3.47625,1,30.9806
1.906,3.4765,0.951057,31.0112
1.907,3.47675,0.809017,31.0418
1.908,3.477,0.587785,31.0725
1.909,3.47725,0.309017,31.1031
1.91,3.4775,3.12766e-11,31.1338
1.911,3.47775,-0.309017,31.1646
1.912,3.478,-0.587785,31.1953
1.913,3.47825,-0.809017,31.2261
1.914,3.4785,-0.951057,31.2569
1.915,3.47875,-1,31.2877
1.916,3.479,-0.951057,31.3185
1.917,3.47925,-0.809017,31.3494
1.918,3.4795,-0.587785,31.3803
1.919,3.47975,-0.309017,31.4112
1.92,3.48,-3.16285e-11,31.4422
1.921,3.48025,0.309017,31.4731
1.922,3.4805,0.587785,31.5041
1.923,3.48075,0.809017,31.5352
1.924,3.481,0.951057,31.5662
1.925,3.48125,1,31.5973
1.926,3.4815,0.951057,31.6284
1.927,3.48175,0.809017,31.6595
1.928,3.482,0.587785,31.6906
1.929,3.48225,0.309017,31.7218
1.93,3.4825,3.19803e-11,31.753
1.931,3.48275,-0.309017,31.7842
1.932,3.483,-0.587785,31.8155
1.933,3.48325,-0.809017,31.8468
1.934,3.4835,-0.951057,31.8781
1.935,3.48375,-1,31.9094
1.936,3.484,-0.951057,31.9407
1.937,3.48425,-0.809017,31.9721
1.938,3.4845,-0.587785,32.0035
1.939,3.48475,-0.309017,32.0349
1.94,3.485,-3.23321e-11,32.0664
1.941,3.48525,0.309017,32.0978
1.942,3.4855,0.587785,32.1293
1.943,3.48575,0.809017,32.1609
1.944,3.486,0.951057,32.1924
1.945,3.48625,1,32.224
1.946,3.4865,0.951057,32.2556
1.947,3.48675,0.809017,32.2872
1.948,3.487,0.587785,32.3189
1.949,3.48725,0.309017,32.3505
1.95,3.4875,3.2684e-11,32.3822
1.951,3.48775,-0.309017,32.414
1.952,3.488,-0.587785,32.4457
1.953,3.48825,-0.809017,32.4775
1.954,3.4885,-0.951057,32.5093
1.955,3.48875,-1,32.5411
1.956,3.489,-0.951057,32.573
1.957,3.48925,-0.809017,32.6049
1.958,3.4895,-0.587785,32.6368
1.959,3.48975,-0.309017,32.6687
1.96,3.49,-3.30358e-11,32.7007
1.961,3.49025,0.309017,32.7327
1.962,3.4905,0.587785,32.7647
1.963,3.49075,0.809017,32.7967
1.964,3.491,0.951057,32.8288
1.965,3.49125,1,32.8608
1.966,3.4915,0.951057,32.8929
1.967,3.49175,0.809017,32.9251
1.968,3.492,0.587785,32.9572
1.969,3.49225,0.309017,32.9894
1.97,3.4925,3.33877e-11,33.0216
1.971,3.49275,-0.309017,33.0539
1.972,3.493,-0.587785,33.0861
1.973,3.49325,-0.809017,33.1184
1.974,3.4935,-0.951057,33.1508
1.975,3.49375,-1,33.1831
1.976,3.494,-0.951057,33.2155
1.977,3.49425,-0.809017,33.2479
1.978,3.4945,-0.587785,33.2803
1.979,3.49475,-0.309017,33.3127
1.98,3.495,-3.37395e-11,33.3452
1.981,3.49525,0.309017,33.3777
1.982,3.4955,0.587785,33.4102
1.983,3.49575,0.809017,33.4427
1.984,3.496,0.951057,33.4753
1.985,3.49625,1,33.5079
1.986,3.4965,0.951057,33.5405
1.987,3.49675,0.809017,33.5732
1.988,3.497,0.587785,33.6059
1.989,3.49725,0.309017,33.6386
1.99,3.4975,3.40913e-11,33.6713
1.991,3.49775,-0.309017,33.7041
1.992,3.498,-0.587785,33.7368
1.993,3.49825,-0.809017,33.7696
1.994,3.4985,-0.951057,33.8025
1.995,3.49875,-1,33.8353
1.996,3.499,-0.951057,33.8682
1.997,3.49925,-0.809017,33.9011
1.998,3.4995,-0.587785,33.9341
1.999,3.49975,-0.309017,33.967
2,3.5,-3.44432e-11,34
2.001,3.50025,0.309017,34.033
2.002,3.5005,0.587785,34.0661
2.003,3.50075,0.809017,34.0991
2.004,3.501,0.951057,34.1322
2.005,3.50125,1,34.1653
2.006,3.5015,0.951057,34.1985
2.007,3.50175,0.809017,34.2316
2.008,3.502,0.587785,34.2648
2.009,3.50225,0.309017,34.2981
2.01,3.5025,3.46813e-11,34.3313
2.011,3.50275,-0.309017,34.3646
2.012,3.503,-0.587785,34.3979
2.013,3.50325,-0.809017,34.4312
2.014,3.5035,-0.951057,34.4646
2.015,3.50375,-1,34.4979
2.016,3.504,-0.951057,34.5313
2.017,3.50425,-0.809017,34.5648
2.018,3.5045,-0.587785,34.5982
2.019,3.50475,-0.309017,34.6317
2.02,3.505,-3.50332e-11,34.6652
2.021,3.50525,0.309017,34.6988
2.022,3.5055,0.587785,34.7323
2.023,3.50575,0.809017,34.7659
2.024,3.506,0.951057,34.7995
2.025,3.50625,1,34.8332
2.026,3.5065,0.951057,34.8668
2.027,3.50675,0.809017,34.9005
2.028,3.507,0.587785,34.9342
2.029,3.50725,0.309017,34.968
2.03,3.5075,3.5385e-11,35.0018
2.031,3.50775,-0.309017,35.0356
2.032,3.508,-0.587785,35.0694
2.033,3.50825,-0.809017,35.1032
2.034,3.5085,-0.951057,35.1371
2.035,3.50875,-1,35.171
2.036,3.509,-0.951057,35.2049
2.037,3.50925,-0.809017,35.2389
2.038,3.5095,-0.587785,35.2729
2.039,3.50975,-0.309017,35.3069
2.04,3.51,-3.57369e-11,35.3409
2.041,3.51025,0.309017,35.375
2.042,3.5105,0.587785,35.4091
2.043,3.51075,0.809017,35.4432
2.044,3.511,0.951057,35.4773
2.045,3.51125,1,35.5115
2.046,3.5115,0.951057,35.5457
2.047,3.51175,0.809017,35.5799
2.048,3.512,0.587785,35.6142
2.049,3.51225,0.309017,35.6484
2.05,3.5125,3.60887e-11,35.6827
2.051,3.51275,-0.309017,35.7171
2.052,3.513,-0.587785,35.7514
2.053,3.51325,-0.809017,35.7858
2.054,3.5135,-0.951057,35.8202
2.055,3.51375,-1,35.8547
2.056,3.514,-0.951057,35.8891
2.057,3.51425,-0.809017,35.9236
2.058,3.5145,-0.587785,35.9581
2.059,3.51475,-0.309017,35.9927
2.06,3.515,-3.64405e-11,36.0272
2.061,3.51525,0.309017,36.0618
2.062,3.5155,0.587785,36.0964
2.063,3.51575,0.809017,36.1311
2.064,3.516,0.951057,36.1658
2.065,3.51625,1,36.2005
2.066,3.5165,0.951057,36.2352
2.067,3.51675,0.809017,36.27
2.068,3.517,0.587785,36.3047
2.069,3.51725,0.309017,36.3396
2.07,3.5175,3.67924e-11,36.3744
2.071,3.51775,-0.309017,36.4092
2.072,3.518,-0.587785,36.4441
2.073,3.51825,-0.809017,36.4791
2.074,3.5185,-0.951057,36.514
2.075,3.51875,-1,36.549
2.076,3.519,-0.951057,36.584
2.077,3.51925,-0.809017,36.619
2.078,3.5195,-0.587785,36.654
2.079,3.51975,-0.309017,36.6891
2.08,3.52,-3.70305e-11,36.7242
2.081,3.52025,0.309017,36.7594
2.082,3.5205,0.587785,36.7945
2.083,3.52075,0.809017,36.8297
2.084,3.521,0.951057,36.8649
2.085,3.52125,1,36.9002
2.086,3.5215,0.951057,36.9354
2.087,3.52175,0.809017,36.9707
2.088,3.522,0.587785,37.006
2.089,3.52225,0.309017,37.0414
2.09,3.5225,3.73824e-11,37.0768
2.091,3.52275,-0.309017,37.1122
2.092,3.523,-0.587785,37.1476
2.093,3.52325,-0.809017,37.183
2.094,3.5235,-0.951057,37.2185
2.095,3.52375,-1,37.254
2.096,3.524,-0.951057,37.2896
2.097,3.52425,-0.809017,37.3251
2.098,3.5245,-0.587785,37.3607
2.099,3.52475,-0.309017,37.3964
2.1,3.525,-3.77342e-11,37.432
2.101,3.52525,0.309017,37.4677
2.102,3.5255,0.587785,37.5034
2.103,3.52575,0.809017,37.5391
2.104,3.526,0.951057,37.5749
2.105,3.52625,1,37.6106
2.106,3.5265,0.951057,37.6465
2.107,3.52675,0.809017,37.6823
2.108,3.527,0.587785,37.7182
2.109,3.52725,0.309017,37.754
2.11,3.5275,3.80861e-11,37.79
2.111,3.52775,-0.309017,37.8259
2.112,3.528,-0.587785,37.8619
2.113,3.52825,-0.809017,37.8979
2.114,3.5285,-0.951057,37.9339
2.115,3.52875,-1,37.97
2.116,3.529,-0.951057,38.006
2.117,3.52925,-0.809017,38.0422
2.118,3.5295,-0.587785,38.0783
2.119,3.52975,-0.309017,38.1145
2.12,3.53,-3.84379e-11,38.1507
2.121,3.53025,0.309017,38.1869
2.122,3.5305,0.587785,38.2231
2.123,3.53075,0.809017,38.2594
2.124,3.531,0.951057,38.2957
2.125,3.53125,1,38.332
2.126,3.5315,0.951057,38.3684
2.127,3.53175,0.809017,38.4048
2.128,3.532,0.587785,38.4412
2.129,3.53225,0.309017,38.4776
2.13,3.5325,3.87897e-11,38.5141
2.131,3.53275,-0.309017,38.5506
2.132,3.533,-0.587785,38.5871
2.133,3.53325,-0.809017,38.6237
2.134,3.5335,-0.951057,38.6602
2.135,3.53375,-1,38.6968
2.136,3.534,-0.951057,38.7335
2.137,3.53425,-0.809017,38.7701
2.138,3.5345,-0.587785,38.8068
2.139,3.53475,-0.309017,38.8435
2.14,3.535,-3.91416e-11,38.8803
2.141,3.53525,0.309017,38.9171
2.142,3.5355,0.587785,38.9539
2.143,3.53575,0.809017,38.9907
2.144,3.536,0.951057,39.0275
2.145,3.53625,1,39.0644
2.146,3.5365,0.951057,39.1013
2.147,3.53675,0.809017,39.1383
2.148,3.537,0.587785,39.1752
2.149,3.53725,0.309017,39.2122
2.15,3.5375,3.94934e-11,39.2492
2.151,3.53775,-0.309017,39.2863
2.152,3.538,-0.587785,39.3234
2.153,3.53825,-0.809017,39.3605
2.154,3.5385,-0.951057,39.3976
2.155,3.53875,-1,39.4348
2.156,3.539,-0.951057,39.472
2.157,3.53925,-0.809017,39.5092
2.158,3.5395,-0.587785,39.5464
2.159,3.53975,-0.309017,39.5837
2.16,3.54,-3.98453e-11,39.621
2.161,3.54025,0.309017,39.6583
2.162,3.5405,0.587785,39.6957
2.163,3.54075,0.809017,39.7331
2.164,3.541,0.951057,39.7705
2.165,3.54125,1,39.8079
2.166,3.5415,0.951057,39.8454
2.167,3.54175,0.809017,39.8829
2.168,3.542,0.587785,39.9204
2.169,3.54225,0.309017,39.9579
2.17,3.5425,4.01971e-11,39.9955
2.171,3.54275,-0.309017,40.0331
2.172,3.543,-0.587785,40.0708
2.173,3.54325,-0.809017,40.1084
2.174,3.5435,-0.951057,40.1461
2.175,3.54375,-1,40.1838
2.176,3.544,-0.951057,40.2216
2.177,3.54425,-0.809017,40.2594
2.178,3.5445,-0.587785,40.2972
2.179,3.54475,-0.309017,40.335
2.18,3.545,-4.05489e-11,40.3729
2.181,3.54525,0.309017,40.4108
2.182,3.5455,0.587785,40.4487
2.183,3.54575,0.809017,40.4866
2.184,3.546,0.951057,40.5246
2.185,3.54625,1,40.5626
2.186,3.5465,0.951057,40.6006
2.187,3.54675,0.809017,40.6387
